City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,sitka,57.0531,-135.33,16.94,72,75,2.06,US,1689889179
366,nadym,65.5333,72.5167,19.96,67,86,3.68,RU,1689889751
367,mato verde,-15.3972,-42.8664,21.78,56,33,3.5,BR,1689889751
368,santa ana,33.7456,-117.8678,42.45,39,40,6.17,US,1689889453
369,saldanha,-33.0117,17.9442,7.03,67,0,5.58,ZA,1689889082
370,tvoroyri,61.5556,-6.8111,9.95,91,99,7.45,FO,1689889753
371,praia da vitoria,38.7333,-27.0667,22.14,94,20,2.61,PT,1689889754
372,balnearia,-31.0088,-62.6673,15.38,58,63,4.52,AR,1689889755
373,betio village,1.358,172.9211,30.02,77,83,5.27,KI,1689889755
374,coquimbo,-29.9533,-71.3436,13.85,94,75,6.69,CL,1689889607
375,zaki biam,7.5167,9.6167,24.64,86,53,4.33,NG,1689889757
376,puerto francisco de orellana,-0.4667,-76.9667,29.03,70,40,2.57,EC,1689889757
377,tselinnoye,53.0833,85.6667,15.29,95,87,2.6,RU,1689889758
378,ixtapa,20.7,-105.2,32.9,79,75,4.12,MX,1689889758
379,whangarei,-35.7317,174.3239,12.31,92,46,1.17,NZ,1689889302
380,iquique,-20.2208,-70.1431,18.02,76,18,0.25,CL,1689889209
381,mersing,2.4312,103.8405,23.95,100,20,2.06,MY,1689889760
382,erenhot,43.6475,111.9767,23.23,49,100,4.92,CN,1689889760
383,nacimiento,-37.5,-72.6667,12.43,97,100,3.0,CL,1689889761
384,tamiahua,21.2667,-97.45,31.26,63,10,6.47,MX,1689889762
385,mejit,10.2753,170.8646,28.3,82,93,8.56,MH,1689889762
386,manaure,11.7751,-72.4445,32.64,53,16,11.2,CO,1689889763
387,aras-asan,8.8908,126.3033,25.14,88,77,2.34,PH,1689889764
388,kill devil hills,36.0307,-75.676,30.0,78,0,4.12,US,1689889757
389,gurupa,-1.405,-51.64,27.67,59,30,1.23,BR,1689889765
390,brak,27.5496,14.2714,31.93,22,0,3.99,LY,1689889766
391,prince rupert,54.3161,-130.3201,17.05,89,0,2.06,CA,1689889766
392,anar darah,32.7587,61.654,28.42,24,7,6.87,AF,1689889767
393,manismata,-2.4667,111.0333,22.82,99,100,0.87,ID,1689889768
394,menaka,15.9182,2.4022,30.29,52,19,8.62,ML,1689889768
395,khovd,48.0056,91.6419,21.78,39,100,5.54,MN,1689889769
396,eyl,7.9803,49.8164,25.61,72,48,10.41,SO,1689889769
397,nanma,36.1817,118.1583,22.22,95,89,1.76,CN,1689889770
398,chandbali,20.7833,86.7667,27.74,87,100,1.87,IN,1689889770
399,bikenibeu village,1.3673,173.1241,29.98,74,75,1.03,KI,1689889614
400,kani keli,-12.9536,45.1033,25.59,81,96,7.3,YT,1689889771
401,nyrob,60.733,56.7202,12.44,99,9,1.88,RU,1689889772
402,minyat an nasr,31.1229,31.6399,24.88,70,0,1.93,EG,1689889772
403,uva,56.9908,52.1852,12.69,95,61,3.47,RU,1689889774
404,slobozhans'ke,49.597,36.5262,16.65,94,98,2.25,UA,1689889775
405,naze,28.3667,129.4833,24.51,82,100,3.42,JP,1689889213
406,mili,6.0815,171.735,28.33,81,98,8.67,MH,1689889776
407,qarauyl,48.9451,79.255,20.46,45,36,1.37,KZ,1689889777
408,yuzhno-kurilsk,44.0306,145.8556,15.0,90,23,3.17,RU,1689889180
409,esfarayen,37.0765,57.5101,21.81,40,0,2.15,IR,1689889778
410,durango,24.8333,-104.8333,30.44,21,76,6.54,MX,1689889375
411,usinsk,65.9939,57.5281,17.2,84,52,3.52,RU,1689889779
412,rincon,32.296,-81.2354,34.98,46,75,3.09,US,1689889723
413,kidal,18.4411,1.4078,32.82,39,60,7.29,ML,1689889780
414,bukama,-9.2,25.85,22.91,36,5,0.51,CD,1689889780
415,gadzhiyevo,69.2551,33.3362,8.45,89,100,6.51,RU,1689889781
416,banda aceh,5.5577,95.3222,26.76,75,97,6.29,ID,1689889782
417,cidade velha,14.9167,-23.6167,27.26,78,75,5.14,CV,1689889782
418,cururupu,-1.8283,-44.8683,24.05,89,47,1.38,BR,1689889214
419,chitipa,-9.7024,33.2697,13.26,81,0,2.68,MW,1689889783
420,ascension,30.2169,-90.9001,37.25,49,0,0.0,US,1689889784
421,jawhar,2.7809,45.5005,24.07,84,100,7.57,SO,1689889785
422,manokwari,-0.8667,134.0833,25.93,79,17,2.19,ID,1689889785
423,pfaffikon,47.3645,8.792,18.55,74,86,1.27,CH,1689889786
424,belozersk,60.0326,37.7957,13.75,84,100,6.81,RU,1689889786
425,papao,-17.75,-149.55,25.82,65,23,7.91,PF,1689889201
426,labrador city,52.9463,-66.9114,16.95,63,100,2.57,CA,1689889787
427,kutum,14.2,24.6667,27.44,42,96,3.87,SD,1689889788
428,kayangel,8.0823,134.7173,28.65,79,100,7.96,PW,1689889189
429,barah,13.7,30.3667,31.31,43,85,6.4,SD,1689889789
430,salina cruz,16.1667,-95.2,34.74,46,9,9.98,MX,1689889593
431,novaya igirma,57.1334,103.9112,14.11,70,3,0.62,RU,1689889790
432,tiquipaya,-17.3382,-66.2189,28.4,7,1,2.06,BO,1689889791
433,bubaque,11.2833,-15.8333,27.58,79,100,4.36,GW,1689889791
434,maumere,-8.6199,122.2111,24.54,84,42,2.8,ID,1689889791
435,ruteng,-8.6136,120.4721,14.29,88,10,0.87,ID,1689889792
436,al bawiti,28.3492,28.8659,30.19,23,0,3.77,EG,1689889792
437,kuching,1.55,110.3333,26.12,95,20,1.03,MY,1689889679
438,praia,14.9215,-23.5087,27.3,78,75,5.14,CV,1689889793
439,baker city,44.7749,-117.8344,33.84,22,0,1.54,US,1689889794
440,alaghsas,17.0187,8.0168,33.03,32,50,5.92,NE,1689889794
441,homun,20.7333,-89.2833,24.98,56,73,3.78,MX,1689889795
442,yarmouth,41.7057,-70.2286,28.03,72,0,3.6,US,1689889219
443,harrisonburg,38.4496,-78.8689,32.23,61,40,3.09,US,1689889699
444,nova vicosa,-17.8919,-39.3719,22.57,85,99,7.15,BR,1689889198
445,remire-montjoly,4.9167,-52.2667,25.02,88,0,0.0,GF,1689889639
446,erbil,36.1926,44.0106,29.9,10,0,3.09,IQ,1689889798
447,nanao,37.05,136.9667,24.62,86,50,1.49,JP,1689889799
448,barra do bugres,-15.0725,-57.1811,27.95,34,0,1.8,BR,1689889799
449,arno,60.1167,18.6333,11.93,87,30,2.98,SE,1689889800
450,itaperuna,-21.205,-41.8878,18.39,83,100,2.03,BR,1689889801
451,mahibadhoo,3.7833,72.9667,27.58,78,98,4.03,MV,1689889801
452,kapuskasing,49.4169,-82.4331,23.05,56,75,1.54,CA,1689889562
453,longboat key,27.4125,-82.659,34.46,57,20,5.14,US,1689889804
454,peace river,56.2501,-117.286,27.17,44,75,1.03,CA,1689889805
455,idri,27.5,13.2667,31.01,19,0,3.3,LY,1689889806
456,ardestan,33.3761,52.3694,29.93,23,21,1.33,IR,1689889806
457,slave lake,55.2834,-114.769,20.99,78,20,1.54,CA,1689889807
458,nesterov,54.6306,22.5714,10.9,93,37,2.83,RU,1689889807
459,ambalangoda,6.2355,80.0538,26.61,85,65,5.72,LK,1689889808
460,okha,53.5739,142.9478,11.97,92,100,4.98,RU,1689889808
461,kalymnos,36.95,26.9833,27.74,65,0,4.12,GR,1689889809
462,quang ngai,15.1167,108.8,25.06,91,63,1.21,VN,1689889809
463,zhanaozen,43.3,52.8,25.98,33,0,3.08,KZ,1689889810
464,hailar,49.2,119.7,17.66,63,100,2.39,CN,1689889811
465,sandnessjoen,66.0217,12.6316,14.29,82,75,0.51,NO,1689889811
466,baie-comeau,49.2168,-68.1489,20.82,56,0,6.17,CA,1689889812
467,yei,4.095,30.6779,18.77,97,74,1.22,SS,1689889812
468,quellon,-43.1167,-73.6167,12.14,82,75,5.14,CL,1689889813
469,alo,7.4178,6.7371,23.62,97,78,1.64,NG,1689889813
470,abu dhabi,24.4667,54.3667,34.97,67,0,1.54,AE,1689889606
471,nuku'alofa,-21.1333,-175.2,20.19,94,100,7.2,TO,1689889814
472,dawei,14.0833,98.2,24.44,92,100,1.17,MM,1689889816
473,cooper's town,26.8667,-77.5167,30.32,69,99,3.52,BS,1689889216
474,pianco,-7.1981,-37.9292,26.68,46,51,7.74,BR,1689889817
475,antsiranana,-12.2787,49.2917,24.2,79,100,5.46,MG,1689889817
476,zykovo,55.9519,93.1461,11.41,86,55,1.73,RU,1689889818
477,valparaiso,-33.0393,-71.6273,15.56,80,75,2.06,CL,1689889818
478,graneros,-34.0667,-70.7333,16.1,63,100,0.51,CL,1689889545
479,thames,-37.1333,175.5333,11.99,92,100,9.62,NZ,1689889819
480,vila do maio,15.1333,-23.2167,27.44,80,51,2.78,CV,1689889821
481,sikeston,36.8767,-89.5879,30.94,70,75,4.63,US,1689889822
482,l'alcora,40.0667,-0.2,26.79,62,0,1.67,ES,1689889822
483,shimoda,34.6667,138.95,23.39,83,96,5.39,JP,1689889823
484,cadale,2.7603,46.3222,25.2,87,100,9.09,SO,1689889823
485,ballina,-28.8667,153.5667,10.99,54,0,3.88,AU,1689889824
486,pasni,25.2631,63.471,28.03,84,100,4.67,PK,1689889824
487,la punta,-33.1837,-66.3127,13.26,43,73,2.48,AR,1689889825
488,qala i naw,34.9874,63.1289,25.27,30,0,2.48,AF,1689889826
489,kostomuksha,64.571,30.5767,13.52,98,100,2.34,RU,1689889826
490,walvis bay,-22.9575,14.5053,11.53,82,0,1.03,NA,1689889827
491,kimbe,-5.5502,150.1429,26.98,74,25,2.08,PG,1689889827
492,narra,9.3167,118.4,25.67,85,98,0.39,PH,1689889828
493,dudinka,69.4058,86.1778,17.57,98,65,4.78,RU,1689889828
494,savalou,7.9281,1.9756,23.72,95,73,3.13,BJ,1689889829
495,poli,-3.3333,36.8,13.93,71,19,1.27,TZ,1689889830
496,annau,37.8876,58.516,28.72,24,0,3.09,TM,1689889830
497,oftringen,47.3167,7.9167,19.09,70,73,0.68,CH,1689889831
498,antonio enes,-16.2325,39.9086,23.79,75,0,6.06,MZ,1689889831
499,kadisehri,39.9957,35.7919,15.68,68,0,1.19,TR,1689889832
500,kununurra,-15.7667,128.7333,13.99,82,51,1.54,AU,1689889832
501,boca suno,-0.7167,-77.1333,28.77,92,55,0.78,EC,1689889833
502,deder,9.3167,41.45,14.02,90,100,2.18,ET,1689889833
503,chipata,-13.6333,32.65,17.34,47,43,2.26,ZM,1689889834
504,hongch'on,37.6918,127.8857,22.9,92,4,0.33,KR,1689889835
505,iranshahr,27.2025,60.6848,36.19,46,99,3.09,IR,1689889835
506,nouna,12.7333,-3.8667,30.73,54,32,5.84,BF,1689889836
507,yanam,16.7333,82.2167,24.99,88,100,4.73,IN,1689889836
508,tauranga,-37.6861,176.1667,13.14,81,100,3.58,NZ,1689889837
509,jugsalai,22.7667,86.1833,26.8,90,99,3.06,IN,1689889837
510,zag,46.9441,99.165,12.67,59,8,0.73,MN,1689889838
511,mount pearl,47.5166,-52.7813,27.19,61,40,7.72,CA,1689889838
512,rengo,-34.4167,-70.8667,17.18,71,100,0.63,CL,1689889839
513,ulladulla,-35.35,150.4667,11.21,69,27,3.14,AU,1689889655
514,werota,11.9167,37.7,17.15,88,100,0.94,ET,1689889840
515,kpandae,8.4689,-0.0113,24.47,89,56,3.0,GH,1689889840
516,puerto san jose,13.9256,-90.8244,31.31,63,7,3.4,GT,1689889841
517,kurmuk,10.55,34.2833,21.22,89,100,1.41,SD,1689889841
518,coahuayana de hidalgo,18.7,-103.6583,33.99,49,97,3.06,MX,1689889842
519,salekhard,66.53,66.6019,16.62,92,66,2.13,RU,1689889842
520,angaur state,6.906,134.13,28.49,79,94,7.48,PW,1689889843
521,flying fish cove,-10.4217,105.6791,23.82,83,75,5.66,CX,1689889845
522,sibsagar,26.9833,94.6333,26.38,94,100,1.69,IN,1689889845
523,akrehamn,59.2667,5.1833,12.45,76,75,5.14,NO,1689889846
524,edmundston,47.3737,-68.3251,24.86,48,0,2.06,CA,1689889846
525,ketchikan,55.3422,-131.6461,19.26,72,20,4.12,US,1689889847
526,gandajika,-6.75,23.95,25.26,28,92,1.68,CD,1689889848
527,lompoc,34.6391,-120.4579,35.43,74,40,4.12,US,1689889574
528,san mariano,7.5,126.0,22.79,91,100,1.25,PH,1689889849
529,jinchang,38.4953,102.1739,20.03,47,0,1.85,CN,1689889849
530,saurimo,-9.6608,20.3916,20.8,32,32,1.55,AO,1689889850
531,new norfolk,-42.7826,147.0587,4.28,96,45,1.31,AU,1689889851
532,baymak,52.5933,58.3225,14.0,64,57,2.31,RU,1689889852
533,eydhafushi,5.1033,73.0708,28.4,76,100,7.2,MV,1689889852
534,galle,6.0367,80.217,26.58,85,71,6.4,LK,1689889853
535,melilla,35.2937,-2.9383,32.21,20,0,4.12,ES,1689889853
536,dapchi,12.4904,11.4944,26.94,63,100,4.06,NG,1689889854
537,neklyudovo,56.4114,43.9814,14.99,93,9,4.32,RU,1689889854
538,braganca,-1.0536,-46.7656,23.04,98,7,1.29,BR,1689889855
539,lazaro cardenas,17.9583,-102.2,31.42,66,83,5.68,MX,1689889855
540,novyy urengoy,66.0833,76.6333,19.39,58,59,3.94,RU,1689889856
541,palikir - national government center,6.9248,158.1611,25.47,94,100,2.06,FM,1689889856
542,port saint john's,-31.6229,29.5448,12.82,65,88,2.8,ZA,1689889857
543,ola,59.5833,151.2833,15.69,79,17,1.91,RU,1689889858
544,howrah,22.5892,88.3103,28.0,94,75,2.57,IN,1689889858
545,mihalgazi,40.0262,30.5771,26.76,59,0,0.94,TR,1689889859
546,dzhambeyty,50.2536,52.595,19.1,57,58,3.19,KZ,1689889859
547,qulsary,46.9531,54.0198,24.24,71,4,1.81,KZ,1689889860
548,ad dabbah,18.05,30.95,36.71,14,59,1.87,SD,1689889860
549,marmande,44.5,0.1667,22.17,73,88,3.72,FR,1689889861
550,maragogi,-9.0122,-35.2225,24.49,71,7,6.39,BR,1689889861
